,file_date,phu_name,phu_num,active_cases,resolved_cases,deaths,confirmed
0,2020-04-01,ALGOMA DISTRICT,2226.0,4.0,1.0,0.0,1.0
1,2020-04-01,BRANT COUNTY,2227.0,10.0,5.0,0.0,12.0
2,2020-04-01,CHATHAM-KENT,2240.0,6.0,2.0,0.0,1.0
3,2020-04-01,CITY OF HAMILTON,2237.0,54.0,48.0,0.0,12.0
4,2020-04-01,CITY OF OTTAWA,2251.0,136.0,55.0,0.0,37.0
5,2020-04-01,DURHAM REGION,2230.0,94.0,44.0,0.0,27.0
6,2020-04-01,EASTERN ONTARIO,2258.0,10.0,8.0,0.0,3.0
7,2020-04-01,GREY BRUCE,2233.0,5.0,7.0,0.0,2.0
8,2020-04-01,HALDIMAND-NORFOLK,2234.0,22.0,2.0,0.0,19.0
9,2020-04-01,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,43.0,17.0,0.0,1.0
10,2020-04-01,HALTON REGION,2236.0,35.0,29.0,0.0,28.0
11,2020-04-01,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,5.0,4.0,0.0,2.0
12,2020-04-01,HURON PERTH,5183.0,8.0,2.0,0.0,1.0
13,2020-04-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,39.0,5.0,0.0,0.0
14,2020-04-01,LAMBTON COUNTY,2242.0,38.0,5.0,0.0,8.0
15,2020-04-01,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,23.0,2.0,0.0,4.0
16,2020-04-01,MIDDLESEX-LONDON,2244.0,44.0,11.0,0.0,12.0
17,2020-04-01,NIAGARA REGION,2246.0,28.0,23.0,0.0,22.0
18,2020-04-01,NORTH BAY PARRY SOUND DISTRICT,2247.0,1.0,3.0,0.0,0.0
19,2020-04-01,NORTHWESTERN,2249.0,1.0,2.0,0.0,0.0
20,2020-04-01,OXFORD ELGIN-ST.THOMAS,4913.0,6.0,3.0,0.0,3.0
21,2020-04-01,PEEL REGION,2253.0,234.0,54.0,0.0,52.0
22,2020-04-01,PETERBOROUGH COUNTY-CITY,2255.0,22.0,6.0,0.0,6.0
23,2020-04-01,PORCUPINE,2256.0,10.0,5.0,0.0,3.0
24,2020-04-01,RENFREW COUNTY AND DISTRICT,2257.0,3.0,1.0,0.0,0.0
25,2020-04-01,SIMCOE MUSKOKA DISTRICT,2260.0,38.0,16.0,0.0,7.0
26,2020-04-01,SUDBURY AND DISTRICT,2261.0,6.0,4.0,0.0,5.0
27,2020-04-01,THUNDER BAY DISTRICT,2262.0,4.0,0.0,0.0,0.0
28,2020-04-01,TIMISKAMING,2263.0,0.0,2.0,0.0,1.0
29,2020-04-01,TORONTO,3895.0,430.0,205.0,0.0,93.0
30,2020-04-01,WATERLOO REGION,2265.0,67.0,38.0,0.0,14.0
31,2020-04-01,WELLINGTON-DUFFERIN-GUELPH,2266.0,35.0,7.0,0.0,8.0
32,2020-04-01,WINDSOR-ESSEX COUNTY,2268.0,30.0,6.0,0.0,25.0
33,2020-04-01,YORK REGION,2270.0,212.0,67.0,0.0,45.0
34,2020-04-02,ALGOMA DISTRICT,2226.0,4.0,1.0,0.0,0.0
35,2020-04-02,BRANT COUNTY,2227.0,13.0,7.0,0.0,6.0
36,2020-04-02,CHATHAM-KENT,2240.0,6.0,3.0,0.0,0.0
37,2020-04-02,CITY OF HAMILTON,2237.0,62.0,51.0,1.0,11.0
38,2020-04-02,CITY OF OTTAWA,2251.0,173.0,75.0,0.0,32.0
39,2020-04-02,DURHAM REGION,2230.0,102.0,47.0,6.0,21.0
40,2020-04-02,EASTERN ONTARIO,2258.0,10.0,14.0,0.0,7.0
41,2020-04-02,GREY BRUCE,2233.0,4.0,9.0,0.0,2.0
42,2020-04-02,HALDIMAND-NORFOLK,2234.0,25.0,3.0,4.0,8.0
43,2020-04-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,44.0,18.0,2.0,2.0
44,2020-04-02,HALTON REGION,2236.0,48.0,29.0,2.0,22.0
45,2020-04-02,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,9.0,3.0,1.0,1.0
46,2020-04-02,HURON PERTH,5183.0,9.0,3.0,1.0,1.0
47,2020-04-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,38.0,9.0,0.0,2.0
48,2020-04-02,LAMBTON COUNTY,2242.0,40.0,10.0,4.0,8.0
49,2020-04-02,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,27.0,2.0,2.0,12.0
50,2020-04-02,MIDDLESEX-LONDON,2244.0,60.0,12.0,2.0,13.0
51,2020-04-02,NIAGARA REGION,2246.0,40.0,23.0,3.0,15.0
52,2020-04-02,NORTH BAY PARRY SOUND DISTRICT,2247.0,1.0,3.0,0.0,0.0
53,2020-04-02,NORTHWESTERN,2249.0,2.0,2.0,0.0,0.0
54,2020-04-02,OXFORD ELGIN-ST.THOMAS,4913.0,6.0,3.0,1.0,2.0
55,2020-04-02,PEEL REGION,2253.0,274.0,67.0,0.0,65.0
56,2020-04-02,PETERBOROUGH COUNTY-CITY,2255.0,25.0,12.0,0.0,4.0
57,2020-04-02,PORCUPINE,2256.0,12.0,6.0,0.0,7.0
58,2020-04-02,RENFREW COUNTY AND DISTRICT,2257.0,4.0,2.0,1.0,0.0
59,2020-04-02,SIMCOE MUSKOKA DISTRICT,2260.0,36.0,21.0,4.0,8.0
60,2020-04-02,SUDBURY AND DISTRICT,2261.0,7.0,6.0,0.0,6.0
61,2020-04-02,THUNDER BAY DISTRICT,2262.0,4.0,0.0,0.0,3.0
62,2020-04-02,TIMISKAMING,2263.0,0.0,2.0,0.0,0.0
63,2020-04-02,TORONTO,3895.0,424.0,249.0,10.0,111.0
64,2020-04-02,WATERLOO REGION,2265.0,64.0,46.0,2.0,12.0
65,2020-04-02,WELLINGTON-DUFFERIN-GUELPH,2266.0,38.0,8.0,0.0,12.0
66,2020-04-02,WINDSOR-ESSEX COUNTY,2268.0,62.0,8.0,1.0,20.0
67,2020-04-02,YORK REGION,2270.0,236.0,77.0,6.0,37.0
68,2020-04-03,ALGOMA DISTRICT,2226.0,5.0,1.0,0.0,1.0
69,2020-04-03,BRANT COUNTY,2227.0,18.0,16.0,1.0,12.0
70,2020-04-03,CHATHAM-KENT,2240.0,5.0,4.0,0.0,3.0
71,2020-04-03,CITY OF HAMILTON,2237.0,61.0,61.0,2.0,11.0
72,2020-04-03,CITY OF OTTAWA,2251.0,186.0,94.0,1.0,26.0
73,2020-04-03,DURHAM REGION,2230.0,111.0,56.0,9.0,29.0
74,2020-04-03,EASTERN ONTARIO,2258.0,13.0,14.0,0.0,3.0
75,2020-04-03,GREY BRUCE,2233.0,6.0,9.0,0.0,2.0
76,2020-04-03,HALDIMAND-NORFOLK,2234.0,38.0,4.0,3.0,17.0
77,2020-04-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,42.0,23.0,2.0,32.0
78,2020-04-03,HALTON REGION,2236.0,51.0,34.0,3.0,25.0
79,2020-04-03,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,11.0,4.0,1.0,3.0
80,2020-04-03,HURON PERTH,5183.0,11.0,4.0,1.0,1.0
81,2020-04-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,33.0,15.0,0.0,0.0
82,2020-04-03,LAMBTON COUNTY,2242.0,44.0,11.0,5.0,3.0
83,2020-04-03,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,29.0,7.0,2.0,5.0
84,2020-04-03,MIDDLESEX-LONDON,2244.0,71.0,16.0,3.0,22.0
85,2020-04-03,NIAGARA REGION,2246.0,52.0,29.0,4.0,22.0
86,2020-04-03,NORTH BAY PARRY SOUND DISTRICT,2247.0,1.0,3.0,0.0,0.0
87,2020-04-03,NORTHWESTERN,2249.0,1.0,3.0,0.0,0.0
88,2020-04-03,OXFORD ELGIN-ST.THOMAS,4913.0,9.0,4.0,2.0,1.0
89,2020-04-03,PEEL REGION,2253.0,319.0,83.0,0.0,36.0
90,2020-04-03,PETERBOROUGH COUNTY-CITY,2255.0,25.0,15.0,0.0,0.0
91,2020-04-03,PORCUPINE,2256.0,18.0,6.0,0.0,2.0
92,2020-04-03,RENFREW COUNTY AND DISTRICT,2257.0,4.0,2.0,1.0,0.0
93,2020-04-03,SIMCOE MUSKOKA DISTRICT,2260.0,42.0,23.0,4.0,7.0
94,2020-04-03,SUDBURY AND DISTRICT,2261.0,13.0,9.0,0.0,1.0
95,2020-04-03,THUNDER BAY DISTRICT,2262.0,8.0,0.0,0.0,4.0
96,2020-04-03,TIMISKAMING,2263.0,1.0,2.0,0.0,2.0
97,2020-04-03,TORONTO,3895.0,479.0,292.0,12.0,110.0
98,2020-04-03,WATERLOO REGION,2265.0,71.0,52.0,2.0,13.0
99,2020-04-03,WELLINGTON-DUFFERIN-GUELPH,2266.0,45.0,11.0,1.0,12.0
100,2020-04-03,WINDSOR-ESSEX COUNTY,2268.0,84.0,16.0,1.0,22.0
101,2020-04-03,YORK REGION,2270.0,258.0,100.0,7.0,38.0
102,2020-04-04,ALGOMA DISTRICT,2226.0,6.0,1.0,0.0,0.0
103,2020-04-04,BRANT COUNTY,2227.0,24.0,21.0,1.0,2.0
104,2020-04-04,CHATHAM-KENT,2240.0,6.0,4.0,0.0,0.0
105,2020-04-04,CITY OF HAMILTON,2237.0,64.0,71.0,2.0,12.0
106,2020-04-04,CITY OF OTTAWA,2251.0,179.0,128.0,2.0,18.0
107,2020-04-04,DURHAM REGION,2230.0,117.0,65.0,12.0,9.0
108,2020-04-04,EASTERN ONTARIO,2258.0,17.0,17.0,0.0,6.0
109,2020-04-04,GREY BRUCE,2233.0,6.0,9.0,0.0,2.0
110,2020-04-04,HALDIMAND-NORFOLK,2234.0,45.0,5.0,4.0,2.0
111,2020-04-04,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,37.0,30.0,3.0,0.0
112,2020-04-04,HALTON REGION,2236.0,69.0,42.0,3.0,11.0
113,2020-04-04,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,11.0,5.0,1.0,2.0
114,2020-04-04,HURON PERTH,5183.0,11.0,4.0,1.0,3.0
115,2020-04-04,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,28.0,20.0,0.0,4.0
116,2020-04-04,LAMBTON COUNTY,2242.0,43.0,13.0,7.0,10.0
117,2020-04-04,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,36.0,9.0,2.0,7.0
118,2020-04-04,MIDDLESEX-LONDON,2244.0,88.0,19.0,3.0,19.0
119,2020-04-04,NIAGARA REGION,2246.0,66.0,38.0,6.0,9.0
120,2020-04-04,NORTH BAY PARRY SOUND DISTRICT,2247.0,1.0,3.0,0.0,0.0
121,2020-04-04,NORTHWESTERN,2249.0,1.0,3.0,0.0,0.0
122,2020-04-04,OXFORD ELGIN-ST.THOMAS,4913.0,9.0,5.0,2.0,0.0
123,2020-04-04,PEEL REGION,2253.0,344.0,96.0,3.0,33.0
124,2020-04-04,PETERBOROUGH COUNTY-CITY,2255.0,25.0,16.0,0.0,0.0
125,2020-04-04,PORCUPINE,2256.0,19.0,9.0,0.0,1.0
126,2020-04-04,RENFREW COUNTY AND DISTRICT,2257.0,4.0,2.0,1.0,0.0
127,2020-04-04,SIMCOE MUSKOKA DISTRICT,2260.0,42.0,25.0,4.0,4.0
128,2020-04-04,SUDBURY AND DISTRICT,2261.0,12.0,12.0,1.0,0.0
129,2020-04-04,THUNDER BAY DISTRICT,2262.0,9.0,2.0,0.0,1.0
130,2020-04-04,TIMISKAMING,2263.0,1.0,2.0,0.0,0.0
131,2020-04-04,TORONTO,3895.0,491.0,335.0,19.0,120.0
132,2020-04-04,WATERLOO REGION,2265.0,80.0,58.0,2.0,17.0
133,2020-04-04,WELLINGTON-DUFFERIN-GUELPH,2266.0,53.0,16.0,1.0,14.0
134,2020-04-04,WINDSOR-ESSEX COUNTY,2268.0,100.0,18.0,2.0,16.0
135,2020-04-04,YORK REGION,2270.0,273.0,116.0,12.0,27.0
136,2020-04-05,ALGOMA DISTRICT,2226.0,5.0,3.0,0.0,0.0
137,2020-04-05,BRANT COUNTY,2227.0,24.0,26.0,1.0,1.0
138,2020-04-05,CHATHAM-KENT,2240.0,5.0,6.0,1.0,0.0
139,2020-04-05,CITY OF HAMILTON,2237.0,64.0,81.0,3.0,9.0
140,2020-04-05,CITY OF OTTAWA,2251.0,184.0,147.0,2.0,40.0
141,2020-04-05,DURHAM REGION,2230.0,131.0,78.0,14.0,11.0
142,2020-04-05,EASTERN ONTARIO,2258.0,17.0,20.0,0.0,3.0
143,2020-04-05,GREY BRUCE,2233.0,9.0,10.0,0.0,3.0
144,2020-04-05,HALDIMAND-NORFOLK,2234.0,51.0,9.0,5.0,3.0
145,2020-04-05,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,36.0,50.0,11.0,1.0
146,2020-04-05,HALTON REGION,2236.0,82.0,53.0,3.0,16.0
147,2020-04-05,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,13.0,6.0,1.0,0.0
148,2020-04-05,HURON PERTH,5183.0,12.0,4.0,1.0,2.0
149,2020-04-05,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,30.0,22.0,0.0,1.0
150,2020-04-05,LAMBTON COUNTY,2242.0,55.0,13.0,7.0,2.0
151,2020-04-05,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,37.0,13.0,3.0,9.0
152,2020-04-05,MIDDLESEX-LONDON,2244.0,91.0,22.0,5.0,2.0
153,2020-04-05,NIAGARA REGION,2246.0,78.0,47.0,6.0,19.0
154,2020-04-05,NORTH BAY PARRY SOUND DISTRICT,2247.0,1.0,3.0,0.0,1.0
155,2020-04-05,NORTHWESTERN,2249.0,1.0,3.0,0.0,2.0
156,2020-04-05,OXFORD ELGIN-ST.THOMAS,4913.0,11.0,5.0,2.0,2.0
157,2020-04-05,PEEL REGION,2253.0,350.0,125.0,4.0,99.0
158,2020-04-05,PETERBOROUGH COUNTY-CITY,2255.0,23.0,18.0,0.0,1.0
159,2020-04-05,PORCUPINE,2256.0,19.0,10.0,0.0,1.0
160,2020-04-05,RENFREW COUNTY AND DISTRICT,2257.0,4.0,2.0,1.0,2.0
161,2020-04-05,SIMCOE MUSKOKA DISTRICT,2260.0,46.0,29.0,4.0,7.0
162,2020-04-05,SUDBURY AND DISTRICT,2261.0,13.0,12.0,1.0,0.0
163,2020-04-05,THUNDER BAY DISTRICT,2262.0,11.0,2.0,0.0,1.0
164,2020-04-05,TIMISKAMING,2263.0,1.0,2.0,0.0,0.0
165,2020-04-05,TORONTO,3895.0,535.0,381.0,25.0,70.0
166,2020-04-05,WATERLOO REGION,2265.0,83.0,63.0,2.0,12.0
167,2020-04-05,WELLINGTON-DUFFERIN-GUELPH,2266.0,63.0,20.0,1.0,8.0
168,2020-04-05,WINDSOR-ESSEX COUNTY,2268.0,117.0,23.0,2.0,15.0
169,2020-04-05,YORK REGION,2270.0,268.0,141.0,14.0,28.0
170,2020-04-06,ALGOMA DISTRICT,2226.0,5.0,3.0,0.0,1.0
171,2020-04-06,BRANT COUNTY,2227.0,21.0,29.0,1.0,0.0
172,2020-04-06,CHATHAM-KENT,2240.0,4.0,7.0,1.0,5.0
173,2020-04-06,CITY OF HAMILTON,2237.0,70.0,90.0,3.0,13.0
174,2020-04-06,CITY OF OTTAWA,2251.0,199.0,160.0,3.0,40.0
175,2020-04-06,DURHAM REGION,2230.0,132.0,88.0,15.0,23.0
176,2020-04-06,EASTERN ONTARIO,2258.0,21.0,22.0,0.0,2.0
177,2020-04-06,GREY BRUCE,2233.0,9.0,10.0,0.0,6.0
178,2020-04-06,HALDIMAND-NORFOLK,2234.0,51.0,9.0,5.0,17.0
179,2020-04-06,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,30.0,56.0,12.0,2.0
180,2020-04-06,HALTON REGION,2236.0,81.0,63.0,3.0,21.0
181,2020-04-06,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,14.0,6.0,1.0,1.0
182,2020-04-06,HURON PERTH,5183.0,12.0,4.0,1.0,5.0
183,2020-04-06,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,27.0,25.0,0.0,0.0
184,2020-04-06,LAMBTON COUNTY,2242.0,55.0,14.0,8.0,6.0
185,2020-04-06,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,36.0,18.0,3.0,36.0
186,2020-04-06,MIDDLESEX-LONDON,2244.0,101.0,24.0,5.0,15.0
187,2020-04-06,NIAGARA REGION,2246.0,76.0,53.0,7.0,16.0
188,2020-04-06,NORTH BAY PARRY SOUND DISTRICT,2247.0,1.0,3.0,0.0,0.0
189,2020-04-06,NORTHWESTERN,2249.0,1.0,3.0,0.0,0.0
190,2020-04-06,OXFORD ELGIN-ST.THOMAS,4913.0,9.0,7.0,2.0,5.0
191,2020-04-06,PEEL REGION,2253.0,378.0,146.0,5.0,51.0
192,2020-04-06,PETERBOROUGH COUNTY-CITY,2255.0,21.0,21.0,0.0,0.0
193,2020-04-06,PORCUPINE,2256.0,18.0,11.0,0.0,1.0
194,2020-04-06,RENFREW COUNTY AND DISTRICT,2257.0,3.0,3.0,1.0,1.0
195,2020-04-06,SIMCOE MUSKOKA DISTRICT,2260.0,47.0,33.0,5.0,10.0
196,2020-04-06,SUDBURY AND DISTRICT,2261.0,11.0,14.0,1.0,0.0
197,2020-04-06,THUNDER BAY DISTRICT,2262.0,11.0,2.0,0.0,3.0
198,2020-04-06,TIMISKAMING,2263.0,1.0,2.0,0.0,0.0
199,2020-04-06,TORONTO,3895.0,595.0,415.0,29.0,114.0
200,2020-04-06,WATERLOO REGION,2265.0,84.0,68.0,2.0,18.0
201,2020-04-06,WELLINGTON-DUFFERIN-GUELPH,2266.0,64.0,26.0,1.0,10.0
202,2020-04-06,WINDSOR-ESSEX COUNTY,2268.0,125.0,31.0,2.0,33.0
203,2020-04-06,YORK REGION,2270.0,278.0,158.0,16.0,24.0
204,2020-04-07,ALGOMA DISTRICT,2226.0,3.0,5.0,0.0,0.0
205,2020-04-07,BRANT COUNTY,2227.0,18.0,31.0,1.0,1.0
206,2020-04-07,CHATHAM-KENT,2240.0,8.0,7.0,1.0,0.0
207,2020-04-07,CITY OF HAMILTON,2237.0,75.0,93.0,5.0,8.0
208,2020-04-07,CITY OF OTTAWA,2251.0,205.0,177.0,3.0,25.0
209,2020-04-07,DURHAM REGION,2230.0,135.0,104.0,16.0,10.0
210,2020-04-07,EASTERN ONTARIO,2258.0,21.0,23.0,0.0,6.0
211,2020-04-07,GREY BRUCE,2233.0,15.0,10.0,0.0,3.0
212,2020-04-07,HALDIMAND-NORFOLK,2234.0,60.0,14.0,5.0,6.0
213,2020-04-07,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,25.0,61.0,14.0,9.0
214,2020-04-07,HALTON REGION,2236.0,88.0,70.0,3.0,7.0
215,2020-04-07,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,12.0,8.0,1.0,0.0
216,2020-04-07,HURON PERTH,5183.0,15.0,6.0,1.0,0.0
217,2020-04-07,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,25.0,27.0,0.0,0.0
218,2020-04-07,LAMBTON COUNTY,2242.0,56.0,19.0,8.0,5.0
219,2020-04-07,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,48.0,21.0,4.0,24.0
220,2020-04-07,MIDDLESEX-LONDON,2244.0,106.0,30.0,5.0,9.0
221,2020-04-07,NIAGARA REGION,2246.0,83.0,63.0,8.0,9.0
222,2020-04-07,NORTH BAY PARRY SOUND DISTRICT,2247.0,2.0,3.0,0.0,0.0
223,2020-04-07,NORTHWESTERN,2249.0,2.0,4.0,0.0,0.0
224,2020-04-07,OXFORD ELGIN-ST.THOMAS,4913.0,9.0,9.0,2.0,2.0
225,2020-04-07,PEEL REGION,2253.0,446.0,160.0,8.0,55.0
226,2020-04-07,PETERBOROUGH COUNTY-CITY,2255.0,17.0,25.0,0.0,0.0
227,2020-04-07,PORCUPINE,2256.0,19.0,11.0,0.0,0.0
228,2020-04-07,RENFREW COUNTY AND DISTRICT,2257.0,3.0,5.0,1.0,0.0
229,2020-04-07,SIMCOE MUSKOKA DISTRICT,2260.0,47.0,43.0,5.0,7.0
230,2020-04-07,SUDBURY AND DISTRICT,2261.0,11.0,14.0,1.0,0.0
231,2020-04-07,THUNDER BAY DISTRICT,2262.0,15.0,2.0,0.0,5.0
232,2020-04-07,TIMISKAMING,2263.0,2.0,3.0,0.0,0.0
233,2020-04-07,TORONTO,3895.0,625.0,443.0,35.0,191.0
234,2020-04-07,WATERLOO REGION,2265.0,94.0,73.0,3.0,12.0
235,2020-04-07,WELLINGTON-DUFFERIN-GUELPH,2266.0,71.0,27.0,1.0,4.0
236,2020-04-07,WINDSOR-ESSEX COUNTY,2268.0,140.0,37.0,4.0,20.0
237,2020-04-07,YORK REGION,2270.0,270.0,174.0,18.0,40.0
238,2020-04-08,ALGOMA DISTRICT,2226.0,2.0,7.0,0.0,0.0
239,2020-04-08,BRANT COUNTY,2227.0,14.0,37.0,1.0,6.0
240,2020-04-08,CHATHAM-KENT,2240.0,8.0,8.0,1.0,1.0
241,2020-04-08,CITY OF HAMILTON,2237.0,72.0,103.0,5.0,10.0
242,2020-04-08,CITY OF OTTAWA,2251.0,192.0,212.0,4.0,26.0
243,2020-04-08,DURHAM REGION,2230.0,136.0,114.0,19.0,18.0
244,2020-04-08,EASTERN ONTARIO,2258.0,19.0,27.0,0.0,0.0
245,2020-04-08,GREY BRUCE,2233.0,15.0,12.0,0.0,3.0
246,2020-04-08,HALDIMAND-NORFOLK,2234.0,70.0,16.0,6.0,7.0
247,2020-04-08,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,22.0,65.0,14.0,3.0
248,2020-04-08,HALTON REGION,2236.0,131.0,88.0,3.0,22.0
249,2020-04-08,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,13.0,10.0,1.0,0.0
250,2020-04-08,HURON PERTH,5183.0,14.0,7.0,1.0,0.0
251,2020-04-08,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,20.0,33.0,0.0,0.0
252,2020-04-08,LAMBTON COUNTY,2242.0,56.0,19.0,8.0,11.0
253,2020-04-08,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,81.0,28.0,8.0,11.0
254,2020-04-08,MIDDLESEX-LONDON,2244.0,106.0,36.0,6.0,8.0
255,2020-04-08,NIAGARA REGION,2246.0,89.0,78.0,10.0,14.0
256,2020-04-08,NORTH BAY PARRY SOUND DISTRICT,2247.0,2.0,3.0,0.0,1.0
257,2020-04-08,NORTHWESTERN,2249.0,2.0,4.0,0.0,0.0
258,2020-04-08,OXFORD ELGIN-ST.THOMAS,4913.0,11.0,10.0,2.0,0.0
259,2020-04-08,PEEL REGION,2253.0,485.0,183.0,9.0,91.0
260,2020-04-08,PETERBOROUGH COUNTY-CITY,2255.0,11.0,31.0,0.0,6.0
261,2020-04-08,PORCUPINE,2256.0,17.0,14.0,0.0,3.0
262,2020-04-08,RENFREW COUNTY AND DISTRICT,2257.0,3.0,6.0,1.0,2.0
263,2020-04-08,SIMCOE MUSKOKA DISTRICT,2260.0,54.0,47.0,5.0,7.0
264,2020-04-08,SUDBURY AND DISTRICT,2261.0,10.0,15.0,1.0,1.0
265,2020-04-08,THUNDER BAY DISTRICT,2262.0,14.0,3.0,0.0,0.0
266,2020-04-08,TIMISKAMING,2263.0,2.0,3.0,0.0,2.0
267,2020-04-08,TORONTO,3895.0,753.0,482.0,41.0,153.0
268,2020-04-08,WATERLOO REGION,2265.0,99.0,76.0,3.0,19.0
269,2020-04-08,WELLINGTON-DUFFERIN-GUELPH,2266.0,81.0,31.0,1.0,11.0
270,2020-04-08,WINDSOR-ESSEX COUNTY,2268.0,142.0,54.0,5.0,13.0
271,2020-04-08,YORK REGION,2270.0,282.0,212.0,19.0,44.0
272,2020-04-09,ALGOMA DISTRICT,2226.0,2.0,7.0,0.0,1.0
273,2020-04-09,BRANT COUNTY,2227.0,18.0,38.0,1.0,6.0
274,2020-04-09,CHATHAM-KENT,2240.0,7.0,9.0,1.0,0.0
275,2020-04-09,CITY OF HAMILTON,2237.0,74.0,112.0,6.0,14.0
276,2020-04-09,CITY OF OTTAWA,2251.0,200.0,230.0,6.0,25.0
277,2020-04-09,DURHAM REGION,2230.0,128.0,137.0,19.0,23.0
278,2020-04-09,EASTERN ONTARIO,2258.0,21.0,29.0,0.0,3.0
279,2020-04-09,GREY BRUCE,2233.0,16.0,12.0,0.0,2.0
280,2020-04-09,HALDIMAND-NORFOLK,2234.0,71.0,18.0,9.0,7.0
281,2020-04-09,"HALIBURTON, KAWARTHA, PINE RIDGE",2235.0,24.0,68.0,18.0,0.0
282,2020-04-09,HALTON REGION,2236.0,124.0,114.0,3.0,11.0
283,2020-04-09,HASTINGS & PRINCE EDWARD COUNTIES,2238.0,12.0,11.0,1.0,1.0
284,2020-04-09,HURON PERTH,5183.0,16.0,8.0,1.0,1.0
285,2020-04-09,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,16.0,36.0,0.0,0.0
286,2020-04-09,LAMBTON COUNTY,2242.0,63.0,22.0,8.0,4.0
287,2020-04-09,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243.0,95.0,29.0,8.0,17.0
288,2020-04-09,MIDDLESEX-LONDON,2244.0,109.0,46.0,7.0,13.0
289,2020-04-09,NIAGARA REGION,2246.0,83.0,90.0,10.0,15.0
290,2020-04-09,NORTH BAY PARRY SOUND DISTRICT,2247.0,2.0,4.0,0.0,1.0
291,2020-04-09,NORTHWESTERN,2249.0,1.0,5.0,0.0,3.0
292,2020-04-09,OXFORD ELGIN-ST.THOMAS,4913.0,12.0,12.0,2.0,1.0
293,2020-04-09,PEEL REGION,2253.0,544.0,200.0,10.0,48.0
294,2020-04-09,PETERBOROUGH COUNTY-CITY,2255.0,16.0,34.0,0.0,0.0
295,2020-04-09,PORCUPINE,2256.0,17.0,14.0,2.0,2.0
296,2020-04-09,RENFREW COUNTY AND DISTRICT,2257.0,3.0,6.0,1.0,0.0
297,2020-04-09,SIMCOE MUSKOKA DISTRICT,2260.0,56.0,48.0,5.0,22.0
298,2020-04-09,SUDBURY AND DISTRICT,2261.0,9.0,16.0,1.0,2.0
299,2020-04-09,THUNDER BAY DISTRICT,2262.0,13.0,5.0,0.0,2.0
300,2020-04-09,TIMISKAMING,2263.0,4.0,3.0,0.0,0.0
301,2020-04-09,TORONTO,3895.0,852.0,532.0,48.0,165.0
302,2020-04-09,WATERLOO REGION,2265.0,104.0,79.0,4.0,11.0
303,2020-04-09,WELLINGTON-DUFFERIN-GUELPH,2266.0,89.0,35.0,1.0,7.0
304,2020-04-09,WINDSOR-ESSEX COUNTY,2268.0,159.0,60.0,5.0,30.0
305,2020-04-09,YORK REGION,2270.0,294.0,236.0,23.0,52.0
306,2020-04-10,ALGOMA DISTRICT,2226.0,2.0,7.0,0.0,0.0
307,2020-04-10,BRANT COUNTY,2227.0,20.0,40.0,1.0,1.0
308,2020-04-10,CHATHAM-KENT,2240.0,6.0,11.0,1.0,1.0
309,2020-04-10,CITY OF HAMILTON,2237.0,72.0,124.0,6.0,4.0
310,2020-04-10,CITY OF OTTAWA,2251.0,202.0,264.0,6.0,37.0
311,2020-04-10,DURHAM REGION,2230.0,140.0,148.0,19.0,14.0
312,2020-04-10,EASTERN ONTARIO,2258.0,18.0,34.0,0.0,3.0
313,2020-04-10,GREY BRUCE,2233.0,18.0,13.0,0.0,0.0
314,2020-04-10,HALDIMAND-NORFOLK,2234.0,73.0,23.0,10.0,3.0
